simulation,t_stat_size,t_stat_value,coef_size,coef_value
276,1.628800341911047,2.614438613654544,0.18013397434644454,0.2128238871513969
277,1.6291230730962016,2.6143492971196123,0.1801718382161415,0.212797303496709
278,1.6269183995466112,2.6125304290587703,0.17992929846295425,0.21267699872657897
279,1.6281224987709582,2.61253402091568,0.18005658190206605,0.2126632361399967
280,1.6300168832047432,2.614603230161496,0.18027642590436513,0.21283991797602314
281,1.6290281308056938,2.6119055634739436,0.18016234031776734,0.21262282768931454
282,1.6299713927638444,2.6114878474285943,0.18026130453870454,0.2125841774311319
283,1.6297523688825228,2.614658361648151,0.18023674342486312,0.21283823220699705
284,1.6279775702487627,2.612933433194787,0.18004101290660618,0.21269577567301576
285,1.6298670061597116,2.6139900939652256,0.18025631886188248,0.21277925699739705
286,1.6300148894360593,2.612705668521508,0.18027482570905154,0.21267712025600366
287,1.6298998381840648,2.6149324750075404,0.1802639923417276,0.21286012819058242
288,1.6285311984569122,2.6135823333182593,0.18010776233203865,0.21273456975273977
289,1.629318459298039,2.6129830351140764,0.18019266612043414,0.21270860875013897
290,1.629169286603728,2.6115057393311916,0.18017228723837558,0.21259494977684262
291,1.6289323696615583,2.6132417281224947,0.18015565466601094,0.21273146599329537
292,1.6288564530842478,2.6148672636529895,0.18014010846782152,0.21286308088265382
293,1.6291167773327888,2.612608728742206,0.1801771166131151,0.21267561337665083
294,1.6284663988773214,2.614922327381124,0.18010447583510683,0.21285191729517722
295,1.6290060565398137,2.614149342002547,0.18016636978340536,0.21278350445097233
296,1.6290423850315774,2.614788475091457,0.18016884473227185,0.2128579344100467
297,1.6277102940554804,2.6134043648173,0.18001312301900102,0.21272852273431575
298,1.630025884006488,2.614079272674956,0.18027058656398967,0.21278726658742841
299,1.6289648353309472,2.6136316304343477,0.18015835134645217,0.21276539477076334
300,1.628959732407026,2.6132523500134153,0.18014589024346964,0.21271683452517848
301,1.626702283408356,2.6115988708737476,0.17990098900239124,0.21259429645972844
302,1.6284278963625753,2.6138822961469494,0.18009177962318892,0.21277860886685762
303,1.6293791668775717,2.6151545753868497,0.1801953295311527,0.2128786646353737
304,1.6282918463913363,2.611100052108915,0.18007889169348162,0.21254073699352666
305,1.6287292326007463,2.61302453675484,0.18012640366072877,0.2127015235375972
306,1.628291153033584,2.614372574716269,0.18007624214463663,0.2128375664667561
307,1.6298766991291047,2.614628963388072,0.18024738678555755,0.21283399717091675
308,1.6290037074621702,2.6126147701553335,0.1801541741783008,0.21266635465103273
309,1.6292241063902633,2.613780862466719,0.18017747446585625,0.21276862222402065
310,1.6282235769712552,2.6147529637673923,0.18006424242321262,0.21283911511107528
311,1.628905108577199,2.611230644506509,0.18014742740325623,0.2125560828195304
312,1.6296844922273106,2.614185547684873,0.1802384809876262,0.21279964680792435
313,1.6288191145501858,2.611331477577006,0.18014208887030866,0.21255695195566016
314,1.62921232518921,2.613693299279242,0.1801815234136091,0.2127640533293431
315,1.6289594791411441,2.612452057613797,0.18015524313694198,0.21265960201991993
316,1.6280105571218197,2.6116233176174624,0.18004973408175,0.2125895938991748
317,1.6283717033080318,2.6127401096943346,0.18008862444078763,0.21267968595908315
318,1.628220041578647,2.613580141643491,0.18007147762856085,0.21274840294083364
319,1.627408046714586,2.6145158147601437,0.17997837934363772,0.21282626575100452
320,1.6284815761377742,2.610022960473859,0.18010054735949046,0.2124445764302997
321,1.627014390357195,2.613652914619998,0.17994378044751777,0.21274714154775767
322,1.628642781493903,2.6122849929465586,0.18011390930109797,0.21265687401339353
323,1.6286626091619267,2.6142448074678493,0.1801196586509193,0.21280346227046884
324,1.6286840774319031,2.61378459130897,0.1801208939372621,0.2127737719844217
325,1.6279596826868572,2.613172268530178,0.18003400313045922,0.21271256721435797
326,1.630670562231419,2.6114881363146916,0.18033307654125358,0.2125880946929795
327,1.6294684203523864,2.6139995378953067,0.1802143004216199,0.21278562809772233
328,1.6293079027781912,2.614272432219132,0.18019432955358677,0.2128099725697412
329,1.62876577767199,2.611304465727592,0.1801243094650714,0.21256036187758728
330,1.6284304895997914,2.6146011096662822,0.1800967092284544,0.21283836139114803
331,1.6291652911929748,2.6131213859674034,0.1801739856820709,0.2127232504403598
332,1.6296490757712379,2.6149879596498935,0.18022665768817658,0.21286912368118208
333,1.6284935255977888,2.6127992772999638,0.180105465460569,0.21267291544388883
334,1.6275972177082016,2.612555793287047,0.18000100530500987,0.21266128570930057
335,1.6299698913847145,2.6153210127910476,0.18026788308283997,0.21288698173073242
336,1.6295586832149556,2.6128915631335405,0.18022044708047735,0.21269616948666328
337,1.629617982583379,2.612943644629019,0.18022989323423785,0.21269090534709367
338,1.628254345520221,2.6155604204420517,0.1800758520716022,0.21292805930361472
339,1.6299369871428424,2.6142522722689927,0.18025714039004911,0.2128009533292845
340,1.6287531674404145,2.613269800882569,0.18013569726128983,0.2127152559506876
341,1.6280325759812841,2.6122376262048053,0.1800489592068466,0.21265494495667567
342,1.6287878577910853,2.6132855591312594,0.1801374068852055,0.21272148599210133
343,1.628160699254786,2.613864348294553,0.18006321133618622,0.2127848781849286
344,1.6286149608045628,2.613964601329703,0.18012092191612322,0.2127722401523427
345,1.6287201826016866,2.611889014468218,0.18013357707208705,0.21261874182086712
346,1.62830514579729,2.613815689608147,0.18009105751772606,0.21276616436444382
347,1.6274924760856428,2.6142476590766845,0.1799864528097253,0.21279374731845493
348,1.6285274370026481,2.613622450255674,0.18009750375941252,0.21276489463050346
349,1.627342104016799,2.6139257488140593,0.1799709106098233,0.2127900642099027
350,1.6293142595896135,2.615270971726417,0.1801876649950414,0.21287920999218915
351,1.628126362837756,2.612113284954061,0.18006819662196782,0.2126262914042234
352,1.6294047818390778,2.613567245518738,0.18020103560106712,0.21274181942647125
353,1.6276792166914051,2.614923694232937,0.18002436815078812,0.21285053129996653
